Home Team,Away Team,Date,Result,Prediction,Correct?,Bet Result,Total,spread
New York Knicks,Oklahoma City Thunder,2022-11-13,W,1,True,120.0,-10.0,5.5
Washington Wizards,Memphis Grizzlies,2022-11-13,L,1,False,-100,-110.0,0.5
Cleveland Cavaliers,Minnesota Timberwolves,2022-11-13,W,1,True,83,-27.0,1.0
Philadelphia 76ers,Utah Jazz,2022-11-13,L,1,False,-100,-127.0,3.5
Chicago Bulls,Denver Nuggets,2022-11-13,W,1,True,80,-47.0,-1.5
Sacramento Kings,Golden State Warriors,2022-11-13,L,1,False,-100,-147.0,-4.0
Los Angeles Lakers,Brooklyn Nets,2022-11-13,L,1,False,-100,-247.0,-5.0
Orlando Magic,Charlotte Hornets,2022-11-14,W,1,True,105.0,-142.0,-1.5
Detroit Pistons,Toronto Raptors,2022-11-14,W,1,True,72,-70.0,-3.5
Boston Celtics,Oklahoma City Thunder,2022-11-14,W,1,True,80,10.0,11.5
Miami Heat,Phoenix Suns,2022-11-14,W,1,True,110.0,120.0,2.5
Milwaukee Bucks,Atlanta Hawks,2022-11-14,W,1,True,80,200.0,4.0
Houston Rockets,LA Clippers,2022-11-14,-,1,False,0,200.0,0
Golden State Warriors,San Antonio Spurs,2022-11-14,L,1,False,-100,100.0,9.0
New Orleans Pelicans,Memphis Grizzlies,2022-11-15,L,1,False,-100,0.0,1.5
Dallas Mavericks,LA Clippers,2022-11-15,-,1,False,0,0.0,0
Utah Jazz,New York Knicks,2022-11-15,W,1,True,115.0,115.0,4.0
Sacramento Kings,Brooklyn Nets,2022-11-15,W,0,False,0,115.0,1.5
Portland Trail Blazers,San Antonio Spurs,2022-11-15,W,1,True,125.0,240.0,8.5
Orlando Magic,Minnesota Timberwolves,2022-11-16,W,1,True,90,330.0,-8.0
Washington Wizards,Oklahoma City Thunder,2022-11-16,W,1,True,100.0,430.0,5.0
Charlotte Hornets,Indiana Pacers,2022-11-16,W,1,True,105.0,535.0,-1.0
Toronto Raptors,Miami Heat,2022-11-16,W,0,False,0,535.0,3.0
Atlanta Hawks,Boston Celtics,2022-11-16,W,1,True,120.0,655.0,-1.0
Milwaukee Bucks,Cleveland Cavaliers,2022-11-16,L,1,False,-100,555.0,2.5
New Orleans Pelicans,Chicago Bulls,2022-11-16,L,1,False,-100,455.0,1.5
Dallas Mavericks,Houston Rockets,2022-11-16,L,0,True,0,455.0,6.5
Phoenix Suns,Golden State Warriors,2022-11-16,L,1,False,-100,355.0,-2.5
Denver Nuggets,New York Knicks,2022-11-16,W,1,True,105.0,460.0,2.5
Sacramento Kings,San Antonio Spurs,2022-11-17,W,0,False,0,460.0,7.0
Portland Trail Blazers,Brooklyn Nets,2022-11-17,W,1,True,110.0,570.0,3.0
LA Clippers,Detroit Pistons,2022-11-17,-,1,False,0,570.0,0
Washington Wizards,Miami Heat,2022-11-18,W,1,True,120.0,690.0,8.0
Cleveland Cavaliers,Charlotte Hornets,2022-11-18,W,1,True,90,780.0,11.5
Philadelphia 76ers,Milwaukee Bucks,2022-11-18,W,0,False,0,780.0,-3.5
Memphis Grizzlies,Oklahoma City Thunder,2022-11-18,L,1,False,-100,680.0,6.5
Houston Rockets,Indiana Pacers,2022-11-18,W,1,True,100.0,780.0,-5.5
Chicago Bulls,Orlando Magic,2022-11-18,W,1,True,110.0,890.0,8.5
Dallas Mavericks,Denver Nuggets,2022-11-18,L,1,False,-100,790.0,9.5
New Orleans Pelicans,Boston Celtics,2022-11-18,W,1,True,80,870.0,-5.5
Utah Jazz,Phoenix Suns,2022-11-18,W,1,True,110.0,980.0,4.5
Golden State Warriors,New York Knicks,2022-11-18,L,1,False,-100,880.0,7.5
Los Angeles Lakers,Detroit Pistons,2022-11-18,W,0,False,0,880.0,6.5
Atlanta Hawks,Toronto Raptors,2022-11-19,W,1,True,83,963.0,5.5
Indiana Pacers,Orlando Magic,2022-11-19,W,1,True,120.0,1083.0,4.5
Philadelphia 76ers,Minnesota Timberwolves,2022-11-19,W,0,False,0,1083.0,-3.5
Portland Trail Blazers,Utah Jazz,2022-11-19,W,1,True,120.0,1203.0,4.5
LA Clippers,San Antonio Spurs,2022-11-19,-,1,False,0,1203.0,0
Phoenix Suns,New York Knicks,2022-11-20,L,1,False,-100,1103.0,6.0
Washington Wizards,Charlotte Hornets,2022-11-20,W,1,True,115.0,1218.0,5.0
Sacramento Kings,Detroit Pistons,2022-11-20,W,1,True,83,1301.0,10.5
Brooklyn Nets,Memphis Grizzlies,2022-11-20,W,0,False,0,1301.0,7.5
Cleveland Cavaliers,Miami Heat,2022-11-20,W,0,False,0,1301.0,7.0
Houston Rockets,Golden State Warriors,2022-11-20,L,1,False,-100,1201.0,-10.5
Dallas Mavericks,Denver Nuggets,2022-11-20,W,1,True,80,1281.0,10.5
Los Angeles Lakers,San Antonio Spurs,2022-11-20,L,1,False,-100,1181.0,6.5
Indiana Pacers,Orlando Magic,2022-11-21,W,0,False,0,1181.0,7.0
Cleveland Cavaliers,Atlanta Hawks,2022-11-21,W,0,False,0,1181.0,3.5
Chicago Bulls,Boston Celtics,2022-11-21,L,1,False,-100,1081.0,-5.5
Oklahoma City Thunder,New York Knicks,2022-11-21,W,1,True,72,1153.0,2.0
Milwaukee Bucks,Portland Trail Blazers,2022-11-21,W,1,True,100.0,1253.0,10.0
New Orleans Pelicans,Golden State Warriors,2022-11-21,L,1,False,-100,1153.0,11.0
Minnesota Timberwolves,Miami Heat,2022-11-21,W,1,True,105.0,1258.0,8.5
LA Clippers,Utah Jazz,2022-11-21,-,1,False,0,1258.0,0
Philadelphia 76ers,Brooklyn Nets,2022-11-22,W,0,False,0,1258.0,-8.0
Memphis Grizzlies,Sacramento Kings,2022-11-22,W,1,True,80,1338.0,2.5
Denver Nuggets,Detroit Pistons,2022-11-22,W,1,True,110.0,1448.0,11.5
Phoenix Suns,Los Angeles Lakers,2022-11-22,L,1,False,-100,1348.0,9.5
Charlotte Hornets,Philadelphia 76ers,2022-11-23,L,1,False,-100,1248.0,4.0
Cleveland Cavaliers,Portland Trail Blazers,2022-11-23,L,1,False,-100,1148.0,7.0
Indiana Pacers,Minnesota Timberwolves,2022-11-23,W,1,True,100.0,1248.0,-4.5
Toronto Raptors,Brooklyn Nets,2022-11-23,W,1,True,90,1338.0,-2.5
Atlanta Hawks,Sacramento Kings,2022-11-23,L,1,False,-100,1238.0,4.5
Miami Heat,Washington Wizards,2022-11-23,L,1,False,-100,1138.0,5.0
Boston Celtics,Dallas Mavericks,2022-11-23,W,0,False,0,1138.0,6.0
Milwaukee Bucks,Chicago Bulls,2022-11-23,W,1,True,90,1228.0,7.5
Oklahoma City Thunder,Denver Nuggets,2022-11-23,W,1,True,110.0,1338.0,-1.0
San Antonio Spurs,New Orleans Pelicans,2022-11-23,W,1,True,115.0,1453.0,-5.5
Utah Jazz,Detroit Pistons,2022-11-23,W,1,True,80,1533.0,11.5
Golden State Warriors,LA Clippers,2022-11-23,-,1,False,0,1533.0,0
Charlotte Hornets,Minnesota Timberwolves,2022-11-25,L,1,False,-100,1433.0,-6.5
Orlando Magic,Philadelphia 76ers,2022-11-25,W,1,True,83,1516.0,1.5
New York Knicks,Portland Trail Blazers,2022-11-25,W,1,True,105.0,1621.0,4.0
Milwaukee Bucks,Cleveland Cavaliers,2022-11-25,L,1,False,-100,1521.0,4.0
Memphis Grizzlies,New Orleans Pelicans,2022-11-25,L,1,False,-100,1421.0,2.5
Houston Rockets,Atlanta Hawks,2022-11-25,L,1,False,-100,1321.0,-7.0
Indiana Pacers,Brooklyn Nets,2022-11-25,L,1,False,-100,1221.0,-3.5
San Antonio Spurs,Los Angeles Lakers,2022-11-25,W,1,True,105.0,1326.0,-4.0
Boston Celtics,Sacramento Kings,2022-11-25,W,0,False,0,1326.0,7.5
Miami Heat,Washington Wizards,2022-11-25,W,1,True,72,1398.0,3.0
Oklahoma City Thunder,Chicago Bulls,2022-11-25,L,1,False,-100,1298.0,-3.0
Phoenix Suns,Detroit Pistons,2022-11-25,W,1,True,115.0,1413.0,10.5
Golden State Warriors,Utah Jazz,2022-11-25,L,1,False,-100,1313.0,8.0
LA Clippers,Denver Nuggets,2022-11-25,-,1,False,0,1313.0,0
Toronto Raptors,Dallas Mavericks,2022-11-26,L,1,False,-100,1213.0,-2.5
San Antonio Spurs,Los Angeles Lakers,2022-11-26,W,1,True,80,1293.0,1.0
Phoenix Suns,Utah Jazz,2022-11-26,W,1,True,100.0,1393.0,6.5
Brooklyn Nets,Portland Trail Blazers,2022-11-27,W,0,False,0,1393.0,7.5
Minnesota Timberwolves,Golden State Warriors,2022-11-27,W,1,True,80,1473.0,-1.5
LA Clippers,Indiana Pacers,2022-11-27,-,1,False,0,1473.0,0
Detroit Pistons,Cleveland Cavaliers,2022-11-27,W,1,True,72,1545.0,-8.0
Boston Celtics,Washington Wizards,2022-11-27,W,0,False,0,1545.0,8.0
New York Knicks,Memphis Grizzlies,2022-11-27,W,1,True,83,1628.0,-1.5
Orlando Magic,Philadelphia 76ers,2022-11-27,W,1,True,90,1718.0,-1.0
Milwaukee Bucks,Dallas Mavericks,2022-11-27,W,0,False,0,1718.0,6.0
Washington Wizards,Minnesota Timberwolves,2022-11-28,W,0,False,0,1718.0,4.5
Philadelphia 76ers,Atlanta Hawks,2022-11-28,W,0,False,0,1718.0,2.5
Brooklyn Nets,Orlando Magic,2022-11-28,W,1,True,115.0,1833.0,8.5
Boston Celtics,Charlotte Hornets,2022-11-28,W,0,False,0,1833.0,11.0
Toronto Raptors,Cleveland Cavaliers,2022-11-28,L,1,False,-100,1733.0,5.0
New Orleans Pelicans,Oklahoma City Thunder,2022-11-28,W,1,True,125.0,1858.0,5.5
Denver Nuggets,Houston Rockets,2022-11-28,W,0,False,0,1858.0,11.0
Utah Jazz,Chicago Bulls,2022-11-28,W,1,True,83,1941.0,2.0
Sacramento Kings,Phoenix Suns,2022-11-28,W,1,True,90,2031.0,-1.0
Los Angeles Lakers,Indiana Pacers,2022-11-28,W,1,True,120.0,2151.0,3.5
Detroit Pistons,New York Knicks,2022-11-29,W,1,True,105.0,2256.0,-4.5
Dallas Mavericks,Golden State Warriors,2022-11-29,L,1,False,-100,2156.0,1.0
Portland Trail Blazers,LA Clippers,2022-11-29,-,1,False,0,2156.0,0
Orlando Magic,Atlanta Hawks,2022-11-30,W,1,True,105.0,2261.0,-6.5
Cleveland Cavaliers,Philadelphia 76ers,2022-11-30,L,1,False,-100,2161.0,4.0
New York Knicks,Milwaukee Bucks,2022-11-30,W,1,True,90,2251.0,-4.5
Brooklyn Nets,Washington Wizards,2022-11-30,W,1,True,83,2334.0,7.5
Boston Celtics,Miami Heat,2022-11-30,W,0,False,0,2334.0,12.5
New Orleans Pelicans,Toronto Raptors,2022-11-30,W,0,False,0,2334.0,6.5
Oklahoma City Thunder,San Antonio Spurs,2022-11-30,L,1,False,-100,2234.0,-1.5
Minnesota Timberwolves,Memphis Grizzlies,2022-11-30,L,1,False,-100,2134.0,-2.5
Denver Nuggets,Houston Rockets,2022-11-30,W,1,True,115.0,2249.0,21.5
Phoenix Suns,Chicago Bulls,2022-11-30,W,0,False,0,2249.0,8.5
Utah Jazz,LA Clippers,2022-11-30,-,1,False,0,2249.0,0
Sacramento Kings,Indiana Pacers,2022-11-30,W,0,False,0,2249.0,4.5
Los Angeles Lakers,Portland Trail Blazers,2022-11-30,L,1,False,-100,2149.0,6.0
Detroit Pistons,Dallas Mavericks,2022-12-01,L,1,False,-100,2049.0,-8.0
Charlotte Hornets,Washington Wizards,2022-12-02,L,1,False,-100,1949.0,-4.0
Cleveland Cavaliers,Orlando Magic,2022-12-02,W,1,True,105.0,2054.0,11.5
Atlanta Hawks,Denver Nuggets,2022-12-02,L,1,False,-100,1954.0,0.5
Boston Celtics,Miami Heat,2022-12-02,W,1,True,83,2037.0,5.5
Brooklyn Nets,Toronto Raptors,2022-12-02,W,1,True,83,2120.0,10.5
Milwaukee Bucks,Los Angeles Lakers,2022-12-02,L,0,True,0,2120.0,7.5
San Antonio Spurs,New Orleans Pelicans,2022-12-02,W,1,True,72,2192.0,-7.5
Memphis Grizzlies,Philadelphia 76ers,2022-12-02,W,0,False,0,2192.0,6.5
Phoenix Suns,Houston Rockets,2022-12-02,W,1,True,120.0,2312.0,11.5
Utah Jazz,Indiana Pacers,2022-12-02,L,1,False,-100,2212.0,4.0
Golden State Warriors,Chicago Bulls,2022-12-02,W,0,False,0,2212.0,7.5
New York Knicks,Dallas Mavericks,2022-12-03,W,1,True,125.0,2337.0,-1.0
LA Clippers,Sacramento Kings,2022-12-03,-,1,False,0,2337.0,0
Charlotte Hornets,Milwaukee Bucks,2022-12-03,W,1,True,125.0,2462.0,-1.5
Toronto Raptors,Orlando Magic,2022-12-03,L,1,False,-100,2362.0,11.5
