Home Team,Away Team,Home Odds,Away Odds,Date,Result,Prediction,Correct?,Bet Result,Total
Miami Heat,Washington Wizards,1.25,4.2,2023-11-03,W,Away W,False,-100,1840
Denver Nuggets,Dallas Mavericks,1.38,3.0,2023-11-03,W,Home W,True,37,1877
Portland Trail Blazers,Memphis Grizzlies,2.38,1.61,2023-11-03,W,Away W,False,-100,1777
Philadelphia 76ers,Phoenix Suns,1.38,3.15,2023-11-04,W,Home W,True,38,1815
Indiana Pacers,Charlotte Hornets,1.38,3.0,2023-11-04,L,Away W,True,200.0,2015
New Orleans Pelicans,Atlanta Hawks,1.75,2.14,2023-11-04,L,Away W,True,114.0,2129
Orlando Magic,Los Angeles Lakers,2.36,1.62,2023-11-04,W,Away W,False,-100,2029
Minnesota Timberwolves,Utah Jazz,1.31,3.6,2023-11-04,W,Home W,True,31,2060
Brooklyn Nets,Boston Celtics,4.7,1.21,2023-11-04,L,Away W,True,20,2080
Houston Rockets,Sacramento Kings,2.2,1.7,2023-11-04,W,Home W,True,120.0,2200
Denver Nuggets,Chicago Bulls,1.24,4.3,2023-11-04,W,Home W,True,23,2223
Detroit Pistons,Phoenix Suns,2.38,1.61,2023-11-05,L,Away W,True,60,2283
San Antonio Spurs,Toronto Raptors,2.38,1.61,2023-11-05,L,Away W,True,60,2343
Cleveland Cavaliers,Golden State Warriors,1.83,2.02,2023-11-05,W,Home W,True,83,2426
Dallas Mavericks,Charlotte Hornets,1.17,5.4,2023-11-05,W,Home W,True,16,2442
Portland Trail Blazers,Memphis Grizzlies,2.3,1.65,2023-11-05,L,Away W,True,64,2506
Indiana Pacers,San Antonio Spurs,1.27,4.0,2023-11-06,W,Home W,True,26,2532
Detroit Pistons,Golden State Warriors,4.2,1.25,2023-11-06,L,Away W,True,24,2556
Philadelphia 76ers,Washington Wizards,1.18,5.3,2023-11-06,W,Home W,True,17,2573
Orlando Magic,Dallas Mavericks,1.96,1.89,2023-11-06,L,Away W,True,89,2662
Miami Heat,Los Angeles Lakers,1.79,2.08,2023-11-06,W,Away W,False,-100,2562
New York Knicks,LA Clippers,-,-,2023-11-06,W,Home W,True,0,2562
Brooklyn Nets,Milwaukee Bucks,2.58,1.44,2023-11-06,L,Away W,True,44,2606
Houston Rockets,Sacramento Kings,1.61,2.28,2023-11-06,W,Home W,True,60,2666
Oklahoma City Thunder,Atlanta Hawks,1.68,2.16,2023-11-06,W,Home W,True,67,2733
Chicago Bulls,Utah Jazz,1.44,2.72,2023-11-06,W,Home W,True,44,2777
Minnesota Timberwolves,Boston Celtics,1.89,1.89,2023-11-06,W,Away W,False,-100,2677
Denver Nuggets,New Orleans Pelicans,2.64,1.47,2023-11-06,W,Away W,False,-100,2577
Indiana Pacers,Utah Jazz,1.42,2.98,2023-11-08,W,Home W,True,41,2618
Philadelphia 76ers,Boston Celtics,2.1,1.77,2023-11-08,W,Home W,True,110.0,2728
Charlotte Hornets,Washington Wizards,1.77,2.1,2023-11-08,L,Away W,True,110.0,2838
New York Knicks,San Antonio Spurs,1.26,4.1,2023-11-08,W,Home W,True,25,2863
Brooklyn Nets,LA Clippers,-,-,2023-11-08,W,Away W,False,-100,2763
Minnesota Timberwolves,New Orleans Pelicans,1.24,4.3,2023-11-08,W,Home W,True,23,2786
Houston Rockets,Los Angeles Lakers,2.08,1.79,2023-11-08,W,Home W,True,108.0,2894
Memphis Grizzlies,Miami Heat,2.12,1.76,2023-11-08,L,Away W,True,75,2969
Chicago Bulls,Phoenix Suns,1.98,1.86,2023-11-08,L,Away W,True,86,3055
Milwaukee Bucks,Detroit Pistons,1.15,5.8,2023-11-08,W,Home W,True,15,3070
Oklahoma City Thunder,Cleveland Cavaliers,2.1,1.77,2023-11-08,W,Home W,True,110.0,3180
Dallas Mavericks,Toronto Raptors,1.6,2.42,2023-11-08,L,Away W,True,142.0,3322
Denver Nuggets,Golden State Warriors,1.52,2.48,2023-11-08,W,Away W,False,-100,3222
Sacramento Kings,Portland Trail Blazers,1.3,3.65,2023-11-08,W,Away W,False,-100,3122
Indiana Pacers,Milwaukee Bucks,1.96,1.89,2023-11-09,W,Home W,True,96,3218
Orlando Magic,Atlanta Hawks,2.3,1.65,2023-11-09,L,Away W,True,64,3282
Detroit Pistons,Philadelphia 76ers,4.0,1.27,2023-11-10,L,Away W,True,26,3308
Washington Wizards,Charlotte Hornets,1.65,2.3,2023-11-10,L,Away W,True,130.0,3438
Boston Celtics,Brooklyn Nets,1.13,6.3,2023-11-10,W,Home W,True,13,3451
San Antonio Spurs,Minnesota Timberwolves,3.35,1.34,2023-11-10,L,Away W,True,34,3485
Houston Rockets,New Orleans Pelicans,1.65,2.3,2023-11-10,W,Away W,False,-100,3385
Memphis Grizzlies,Utah Jazz,1.53,2.6,2023-11-10,L,Away W,True,160.0,3545
Dallas Mavericks,LA Clippers,-,-,2023-11-10,W,Home W,True,0,3545
Sacramento Kings,Oklahoma City Thunder,2.0,1.78,2023-11-10,W,Home W,True,100.0,3645
Phoenix Suns,Los Angeles Lakers,2.12,1.7,2023-11-10,L,Away W,True,70,3715
Orlando Magic,Milwaukee Bucks,2.18,1.72,2023-11-11,W,Home W,True,118.0,3833
Boston Celtics,Toronto Raptors,1.26,4.1,2023-11-11,W,Home W,True,25,3858
Atlanta Hawks,Miami Heat,1.32,3.5,2023-11-11,L,Home W,False,-100,3758
Golden State Warriors,Cleveland Cavaliers,1.56,2.5,2023-11-11,L,Away W,True,150.0,3908
New York Knicks,Charlotte Hornets,1.18,5.2,2023-11-12,W,Home W,True,17,3925
Brooklyn Nets,Washington Wizards,1.37,3.2,2023-11-12,W,Home W,True,37,3962
LA Clippers,Memphis Grizzlies,-,-,2023-11-12,L,Home W,False,-100,3862
Philadelphia 76ers,Indiana Pacers,1.38,3.15,2023-11-12,W,Home W,True,38,3900
San Antonio Spurs,Miami Heat,2.08,1.79,2023-11-12,L,Away W,True,79,3979
Houston Rockets,Denver Nuggets,2.64,1.51,2023-11-12,W,Away W,False,-100,3879
Chicago Bulls,Detroit Pistons,1.4,3.05,2023-11-12,W,Home W,True,40,3919
New Orleans Pelicans,Dallas Mavericks,2.38,1.61,2023-11-12,L,Away W,True,60,3979
Phoenix Suns,Oklahoma City Thunder,1.6,2.42,2023-11-12,L,Away W,True,142.0,4121
Golden State Warriors,Minnesota Timberwolves,1.64,2.32,2023-11-12,L,Away W,True,132.0,4253
Los Angeles Lakers,Portland Trail Blazers,1.27,4.0,2023-11-12,W,Home W,True,26,4279
Boston Celtics,New York Knicks,1.24,4.3,2023-11-13,W,Home W,True,23,4302
Toronto Raptors,Washington Wizards,1.28,3.85,2023-11-13,W,Home W,True,28,4330
Milwaukee Bucks,Chicago Bulls,1.23,4.5,2023-11-13,W,Home W,True,23,4353
Sacramento Kings,Cleveland Cavaliers,1.86,1.98,2023-11-13,W,Home W,True,86,4439
Detroit Pistons,Atlanta Hawks,2.6,1.53,2023-11-14,L,Away W,True,52,4491
Charlotte Hornets,Miami Heat,3.1,1.39,2023-11-14,L,Away W,True,39,4530
Philadelphia 76ers,Indiana Pacers,1.39,3.1,2023-11-14,L,Home W,False,-100,4430
Oklahoma City Thunder,San Antonio Spurs,1.21,4.7,2023-11-14,W,Home W,True,20,4450
Brooklyn Nets,Orlando Magic,1.7,2.2,2023-11-14,W,Home W,True,70,4520
New Orleans Pelicans,Dallas Mavericks,2.32,1.64,2023-11-14,W,Away W,False,-100,4420
Utah Jazz,Portland Trail Blazers,1.37,3.2,2023-11-14,W,Home W,True,37,4457
Denver Nuggets,LA Clippers,-,-,2023-11-14,W,Away W,False,-100,4357
Golden State Warriors,Minnesota Timberwolves,2.34,1.63,2023-11-14,L,Away W,True,63,4420
Los Angeles Lakers,Memphis Grizzlies,1.39,3.1,2023-11-14,W,Home W,True,39,4459
Washington Wizards,Dallas Mavericks,2.38,1.61,2023-11-15,L,Away W,True,60,4519
Philadelphia 76ers,Boston Celtics,2.1,1.71,2023-11-15,L,Away W,True,71,4590
Toronto Raptors,Milwaukee Bucks,2.0,1.85,2023-11-15,L,Away W,True,84,4674
Atlanta Hawks,New York Knicks,1.85,2.0,2023-11-15,L,Away W,True,100.0,4774
Chicago Bulls,Orlando Magic,1.76,2.12,2023-11-15,L,Away W,True,112.0,4886
Phoenix Suns,Minnesota Timberwolves,1.56,2.52,2023-11-15,W,Home W,True,55,4941
Los Angeles Lakers,Sacramento Kings,1.9,1.87,2023-11-15,L,Away W,True,86,5027
Portland Trail Blazers,Cleveland Cavaliers,4.4,1.23,2023-11-15,L,Away W,True,23,5050
Miami Heat,Brooklyn Nets,1.6,2.42,2023-11-16,W,Home W,True,59,5109
Golden State Warriors,Oklahoma City Thunder,2.38,1.61,2023-11-16,L,Away W,True,60,5169
Charlotte Hornets,Milwaukee Bucks,3.9,1.28,2023-11-17,L,Away W,True,27,5196
Washington Wizards,New York Knicks,3.3,1.36,2023-11-17,L,Away W,True,35,5231
Toronto Raptors,Boston Celtics,3.1,1.36,2023-11-17,L,Away W,True,35,5266
San Antonio Spurs,Sacramento Kings,3.55,1.29,2023-11-17,L,Away W,True,28,5294
Atlanta Hawks,Philadelphia 76ers,2.08,1.72,2023-11-17,L,Away W,True,72,5366
Cleveland Cavaliers,Detroit Pistons,1.19,4.5,2023-11-17,W,Home W,True,19,5385
Chicago Bulls,Orlando Magic,1.6,2.42,2023-11-17,L,Away W,True,142.0,5527
New Orleans Pelicans,Denver Nuggets,2.52,1.56,2023-11-17,W,Away W,False,-100,5427
Portland Trail Blazers,Los Angeles Lakers,6.6,1.1,2023-11-17,L,Away W,True,10,5437
Utah Jazz,Phoenix Suns,4.3,1.21,2023-11-17,L,Away W,True,20,5457
LA Clippers,Houston Rockets,-,-,2023-11-17,W,Home W,True,0,5457
Charlotte Hornets,New York Knicks,3.15,1.38,2023-11-18,L,Away W,True,38,5495
New Orleans Pelicans,Minnesota Timberwolves,3.4,1.33,2023-11-18,L,Away W,True,33,5528
Chicago Bulls,Miami Heat,2.12,1.76,2023-11-18,W,Home W,True,112.0,5640
San Antonio Spurs,Memphis Grizzlies,2.36,1.62,2023-11-18,L,Away W,True,61,5701
Milwaukee Bucks,Dallas Mavericks,1.77,2.1,2023-11-18,W,Home W,True,76,5777
Golden State Warriors,Oklahoma City Thunder,1.75,2.14,2023-11-18,L,Away W,True,114.0,5891
Brooklyn Nets,Philadelphia 76ers,2.38,1.61,2023-11-19,L,Away W,True,60,5951
Toronto Raptors,Detroit Pistons,1.22,4.5,2023-11-19,W,Home W,True,22,5973
Indiana Pacers,Orlando Magic,1.54,2.56,2023-11-19,L,Away W,True,156.0,6129
Cleveland Cavaliers,Denver Nuggets,2.62,1.52,2023-11-19,W,Away W,False,-100,6029
Dallas Mavericks,Sacramento Kings,1.83,2.02,2023-11-19,L,Away W,True,102.0,6131
Memphis Grizzlies,Boston Celtics,5.6,1.16,2023-11-19,L,Away W,True,16,6147
Utah Jazz,Phoenix Suns,2.62,1.52,2023-11-19,L,Away W,True,51,6198
Portland Trail Blazers,Oklahoma City Thunder,3.1,1.39,2023-11-19,L,Away W,True,39,6237
Los Angeles Lakers,Houston Rockets,1.43,2.94,2023-11-19,W,Away W,False,-100,6137
Charlotte Hornets,Boston Celtics,3.75,1.3,2023-11-20,W,Away W,False,-100,6037
Washington Wizards,Milwaukee Bucks,4.6,1.22,2023-11-20,L,Away W,True,21,6058
Detroit Pistons,Denver Nuggets,4.6,1.22,2023-11-20,L,Away W,True,21,6079
Minnesota Timberwolves,New York Knicks,1.74,2.16,2023-11-20,W,Home W,True,73,6152
Chicago Bulls,Miami Heat,2.02,1.83,2023-11-20,L,Away W,True,83,6235
New Orleans Pelicans,Sacramento Kings,2.04,1.82,2023-11-20,W,Home W,True,104.0,6339
San Antonio Spurs,LA Clippers,-,-,2023-11-20,L,Away W,True,0,6339
Golden State Warriors,Houston Rockets,1.34,3.4,2023-11-20,W,Away W,False,-100,6239
Orlando Magic,Toronto Raptors,1.85,2.0,2023-11-21,W,Home W,True,84,6323
Atlanta Hawks,Indiana Pacers,1.61,2.38,2023-11-21,L,Away W,True,138.0,6461
Philadelphia 76ers,Cleveland Cavaliers,1.29,3.75,2023-11-21,L,Home W,False,-100,6361
Phoenix Suns,Portland Trail Blazers,1.12,6.6,2023-11-21,W,Home W,True,12,6373
Los Angeles Lakers,Utah Jazz,1.31,3.6,2023-11-21,W,Home W,True,31,6404
Charlotte Hornets,Washington Wizards,1.62,2.36,2023-11-22,W,Away W,False,-100,6304
Orlando Magic,Denver Nuggets,2.3,1.65,2023-11-22,W,Away W,False,-100,6204
Cleveland Cavaliers,Miami Heat,1.83,2.02,2023-11-22,L,Away W,True,102.0,6306
Boston Celtics,Milwaukee Bucks,1.41,3.0,2023-11-22,W,Away W,False,-100,6206
Indiana Pacers,Toronto Raptors,1.68,2.26,2023-11-22,L,Away W,True,126.0,6332
Atlanta Hawks,Brooklyn Nets,1.62,2.36,2023-11-22,W,Away W,False,-100,6232
Oklahoma City Thunder,Chicago Bulls,1.32,3.5,2023-11-22,W,Home W,True,32,6264
New Orleans Pelicans,Sacramento Kings,2.04,1.82,2023-11-22,W,Home W,True,104.0,6368
Houston Rockets,Memphis Grizzlies,1.49,2.72,2023-11-22,W,Home W,True,48,6416
San Antonio Spurs,LA Clippers,-,-,2023-11-22,L,Away W,True,0,6416
Minnesota Timberwolves,Philadelphia 76ers,1.37,3.2,2023-11-22,W,Home W,True,37,6453
Portland Trail Blazers,Utah Jazz,2.36,1.62,2023-11-22,W,Away W,False,-100,6353
Phoenix Suns,Golden State Warriors,1.7,2.2,2023-11-22,W,Home W,True,70,6423
Los Angeles Lakers,Dallas Mavericks,1.98,1.86,2023-11-22,L,Away W,True,86,6509
Orlando Magic,Boston Celtics,2.72,1.49,2023-11-24,W,Away W,False,-100,6409
Memphis Grizzlies,Phoenix Suns,2.4,1.6,2023-11-24,L,Away W,True,60,6469
Toronto Raptors,Chicago Bulls,1.53,2.58,2023-11-24,W,Home W,True,53,6522
New York Knicks,Miami Heat,1.34,3.2,2023-11-24,W,Away W,False,-100,6422
Indiana Pacers,Detroit Pistons,1.23,4.4,2023-11-24,W,Home W,True,23,6445
Minnesota Timberwolves,Sacramento Kings,1.53,2.6,2023-11-24,L,Away W,True,160.0,6605
Milwaukee Bucks,Washington Wizards,1.11,7.1,2023-11-24,W,Home W,True,11,6616
Houston Rockets,Denver Nuggets,2.24,1.68,2023-11-24,W,Away W,False,-100,6516
Golden State Warriors,San Antonio Spurs,1.22,4.5,2023-11-24,W,Home W,True,22,6538
LA Clippers,New Orleans Pelicans,-,-,2023-11-24,L,Home W,False,-100,6438
Oklahoma City Thunder,Philadelphia 76ers,2.0,1.85,2023-11-25,L,Away W,True,84,6522
Brooklyn Nets,Miami Heat,1.33,3.45,2023-11-25,W,Home W,True,33,6555
Washington Wizards,Atlanta Hawks,4.4,1.23,2023-11-25,L,Away W,True,23,6578
Cleveland Cavaliers,Los Angeles Lakers,1.6,2.42,2023-11-25,L,Away W,True,142.0,6720
Utah Jazz,New Orleans Pelicans,2.3,1.65,2023-11-25,W,Away W,False,-100,6620
LA Clippers,Dallas Mavericks,-,-,2023-11-25,W,Home W,True,0,6620
Milwaukee Bucks,Portland Trail Blazers,1.11,7.1,2023-11-26,W,Home W,True,11,6631
Boston Celtics,Atlanta Hawks,1.32,3.5,2023-11-26,W,Home W,True,32,6663
Orlando Magic,Charlotte Hornets,1.41,3.05,2023-11-26,W,Home W,True,40,6703
New York Knicks,Phoenix Suns,1.42,2.94,2023-11-26,L,Home W,False,-100,6603
Memphis Grizzlies,Minnesota Timberwolves,3.0,1.41,2023-11-26,L,Away W,True,40,6643
Cleveland Cavaliers,Toronto Raptors,1.64,2.32,2023-11-26,W,Away W,False,-100,6543
Brooklyn Nets,Chicago Bulls,1.68,2.26,2023-11-26,W,Home W,True,67,6610
Denver Nuggets,San Antonio Spurs,1.19,5.0,2023-11-26,W,Home W,True,19,6629
Detroit Pistons,Washington Wizards,1.74,2.16,2023-11-27,L,Away W,True,116.0,6745
Indiana Pacers,Portland Trail Blazers,1.15,5.9,2023-11-27,L,Home W,False,-100,6645
Philadelphia 76ers,Los Angeles Lakers,1.43,2.9,2023-11-27,W,Home W,True,43,6688
Utah Jazz,New Orleans Pelicans,3.15,1.38,2023-11-27,W,Away W,False,-100,6588
LA Clippers,Denver Nuggets,-,-,2023-11-27,L,Home W,False,-100,6488
Boston Celtics,Chicago Bulls,1.13,6.4,2023-11-28,W,Home W,True,12,6500
Brooklyn Nets,Toronto Raptors,1.81,2.06,2023-11-28,W,Home W,True,80,6580
New York Knicks,Charlotte Hornets,1.17,5.3,2023-11-28,W,Home W,True,16,6596
Cleveland Cavaliers,Atlanta Hawks,1.56,2.52,2023-11-28,W,Home W,True,55,6651
Miami Heat,Milwaukee Bucks,2.54,1.54,2023-11-28,L,Away W,True,54,6705
Minnesota Timberwolves,Oklahoma City Thunder,1.7,2.2,2023-11-28,W,Home W,True,70,6775
Dallas Mavericks,Houston Rockets,1.54,2.54,2023-11-28,W,Home W,True,54,6829
Sacramento Kings,Golden State Warriors,1.75,2.14,2023-11-28,W,Away W,False,-100,6729
Detroit Pistons,Los Angeles Lakers,3.45,1.33,2023-11-29,L,Away W,True,33,6762
Orlando Magic,Washington Wizards,1.22,4.6,2023-11-29,W,Home W,True,21,6783
Toronto Raptors,Phoenix Suns,1.87,1.9,2023-11-29,W,Home W,True,86,6869
Memphis Grizzlies,Utah Jazz,1.85,1.93,2023-11-29,W,Home W,True,84,6953
New Orleans Pelicans,Philadelphia 76ers,1.2,4.4,2023-11-29,W,Home W,True,20,6973
Denver Nuggets,Houston Rockets,1.02,13.0,2023-11-29,W,Home W,True,2,6975
Sacramento Kings,LA Clippers,-,-,2023-11-29,L,Away W,True,0,6975
Cleveland Cavaliers,Portland Trail Blazers,1.16,5.6,2023-11-30,L,Home W,False,-100,6875
Brooklyn Nets,Charlotte Hornets,1.27,4.0,2023-11-30,L,Home W,False,-100,6775
New York Knicks,Detroit Pistons,1.09,8.0,2023-11-30,W,Home W,True,9,6784
Miami Heat,Indiana Pacers,1.61,2.38,2023-11-30,W,Home W,True,60,6844
Oklahoma City Thunder,Los Angeles Lakers,1.51,2.64,2023-11-30,W,Home W,True,50,6894
San Antonio Spurs,Atlanta Hawks,3.15,1.38,2023-11-30,L,Away W,True,38,6932
Minnesota Timberwolves,Utah Jazz,1.17,5.4,2023-11-30,W,Home W,True,16,6948
Chicago Bulls,Milwaukee Bucks,5.2,1.18,2023-11-30,W,Away W,False,-100,6848
Golden State Warriors,LA Clippers,-,-,2023-11-30,W,Home W,True,0,6848
Orlando Magic,Washington Wizards,1.2,4.9,2023-12-01,W,Home W,True,19,6867
Boston Celtics,Philadelphia 76ers,1.12,6.0,2023-12-01,W,Home W,True,11,6878
Toronto Raptors,New York Knicks,1.79,2.08,2023-12-01,L,Away W,True,108.0,6986
Dallas Mavericks,Memphis Grizzlies,1.42,2.98,2023-12-01,L,Home W,False,-100,6886
New Orleans Pelicans,San Antonio Spurs,1.13,6.3,2023-12-01,W,Home W,True,13,6899
Phoenix Suns,Denver Nuggets,2.12,1.7,2023-12-01,L,Away W,True,70,6969
LA Clippers,Golden State Warriors,-,-,2023-12-02,W,Away W,False,-100,6869
Charlotte Hornets,Minnesota Timberwolves,2.76,1.48,2023-12-02,L,Away W,True,47,6916
Detroit Pistons,Cleveland Cavaliers,3.9,1.28,2023-12-02,L,Away W,True,27,6943
Brooklyn Nets,Orlando Magic,1.75,2.14,2023-12-02,W,Home W,True,74,7017
Miami Heat,Indiana Pacers,1.5,2.66,2023-12-02,L,Home W,False,-100,6917
Chicago Bulls,New Orleans Pelicans,2.0,1.85,2023-12-02,W,Home W,True,100.0,7017
Milwaukee Bucks,Atlanta Hawks,1.38,3.15,2023-12-02,W,Home W,True,38,7055
Dallas Mavericks,Oklahoma City Thunder,2.8,1.45,2023-12-02,L,Away W,True,45,7100
Phoenix Suns,Memphis Grizzlies,1.2,4.8,2023-12-02,W,Home W,True,20,7120
Utah Jazz,Portland Trail Blazers,1.83,2.02,2023-12-02,W,Home W,True,83,7203
Sacramento Kings,Denver Nuggets,1.65,2.3,2023-12-02,W,Home W,True,64,7267
Los Angeles Lakers,Houston Rockets,1.52,2.62,2023-12-02,W,Home W,True,51,7318
Indiana Pacers,Boston Celtics,2.66,1.51,2023-12-04,W,Away W,False,-100,7218
Sacramento Kings,New Orleans Pelicans,1.6,2.4,2023-12-04,L,Away W,True,140.0,7358
Milwaukee Bucks,New York Knicks,1.54,2.54,2023-12-05,W,Home W,True,54,7412
Los Angeles Lakers,Phoenix Suns,1.67,2.18,2023-12-05,W,Home W,True,66,7478
Detroit Pistons,Memphis Grizzlies,1.94,1.83,2023-12-06,L,Away W,True,83,7561
Cleveland Cavaliers,Orlando Magic,1.61,2.38,2023-12-06,W,Home W,True,60,7621
Washington Wizards,Philadelphia 76ers,3.6,1.28,2023-12-06,L,Away W,True,27,7648
Toronto Raptors,Miami Heat,1.57,2.48,2023-12-06,L,Away W,True,148.0,7796
Minnesota Timberwolves,San Antonio Spurs,1.14,6.0,2023-12-06,W,Home W,True,14,7810
Atlanta Hawks,Brooklyn Nets,1.63,2.34,2023-12-06,L,Away W,True,134.0,7944
Houston Rockets,Oklahoma City Thunder,2.08,1.79,2023-12-06,W,Home W,True,108.0,8052
Chicago Bulls,Charlotte Hornets,1.43,2.8,2023-12-06,W,Home W,True,42,8094
Dallas Mavericks,Utah Jazz,1.06,9.0,2023-12-06,W,Home W,True,5,8099
LA Clippers,Denver Nuggets,-,-,2023-12-06,W,Home W,True,0,8099
Golden State Warriors,Portland Trail Blazers,1.13,6.3,2023-12-06,W,Home W,True,13,8112
Milwaukee Bucks,Indiana Pacers,1.5,2.68,2023-12-07,L,Home W,False,-100,8012
Los Angeles Lakers,New Orleans Pelicans,1.77,2.1,2023-12-07,W,Home W,True,76,8088
Philadelphia 76ers,Atlanta Hawks,1.27,3.95,2023-12-08,W,Home W,True,27,8115
Charlotte Hornets,Toronto Raptors,2.8,1.47,2023-12-08,W,Away W,False,-100,8015
